波長 (nm),0 mV,50 mV,100 mV,150 mV,200 mV,300 mV,400 mV,500 mV,600 mV,700 mV,800 mV,100-0,200-100,300-200,400-300,500-400,600-500,700-600,800-700,800 - 500,500 - 300,Raw data name,Mod column name
749,0.003,0.002,0,0.006,0.004,0.005,-0.007,0,-0.001,0.001,0.003,-0.003,0.004,0.001,-0.012,0.007,-0.001,0.002,0.002,0.003,-0.005,,
750,0.004,0.002,0.002,0.001,0.002,0,-0.003,-0.002,-0.002,-0.003,-0.006,-0.002,0,-0.002,-0.003,0.001,0,-0.001,-0.003,-0.004,-0.001,,
751,0,-0.002,-0.001,-0.001,0.002,-0.001,0,-0.002,-0.006,-0.005,-0.004,-0.001,0.003,-0.003,0.001,-0.002,-0.004,0.001,0.001,-0.003,0,,
752,-0.005,-0.009,-0.002,-0.004,-0.004,-0.005,-0.007,-0.013,-0.003,-0.011,-0.012,0.003,-0.002,-0.001,-0.002,-0.006,0.01,-0.008,-0.001,0,-0.008,,
753,-0.002,0.001,-0.001,-0.002,-0.002,-0.007,-0.005,-0.006,-0.004,-0.009,-0.005,0.001,-0.001,-0.005,0.002,-0.001,0.002,-0.005,0.004,0,0.001,,
754,0.003,0,0.002,0.003,-0.007,-0.005,-0.002,-0.007,-0.005,-0.005,-0.002,-0.001,-0.009,0.002,0.003,-0.005,0.002,0,0.003,0.006,-0.002,,
755,0,0.004,0.003,0,-0.002,-0.002,-0.004,-0.001,-0.005,-0.008,-0.008,0.003,-0.005,0,-0.002,0.003,-0.004,-0.003,0,-0.007,0,,
756,-0.005,-0.002,-0.002,-0.004,-0.002,-0.004,-0.002,-0.007,-0.002,-0.004,-0.009,0.003,0,-0.002,0.002,-0.005,0.005,-0.002,-0.005,-0.002,-0.003,,
757,-0.004,-0.002,-0.001,-0.003,-0.003,-0.001,-0.01,-0.006,-0.006,-0.012,-0.014,0.003,-0.002,0.002,-0.009,0.004,0,-0.006,-0.002,-0.009,-0.004,,
758,-0.005,-0.007,-0.003,0,-0.001,-0.008,-0.013,-0.006,-0.005,-0.01,-0.009,0.002,0.002,-0.007,-0.005,0.007,0.001,-0.005,0.001,-0.002,0.001,,
759,-0.002,-0.003,-0.003,-0.004,0,-0.004,-0.013,-0.011,-0.004,-0.015,-0.008,-0.001,0.003,-0.004,-0.009,0.002,0.007,-0.011,0.007,0.003,-0.007,,
760,-0.005,-0.004,-0.006,-0.008,-0.006,-0.007,-0.011,-0.011,-0.013,-0.003,-0.014,-0.001,0,-0.001,-0.004,0,-0.002,0.01,-0.011,-0.004,-0.004,,
761,-0.002,-0.006,0.004,-0.001,-0.002,0,-0.003,-0.004,-0.002,-0.006,-0.006,0.006,-0.006,0.002,-0.003,-0.001,0.002,-0.004,0,-0.002,-0.005,,
762,0.001,0.008,0.002,0.005,0.006,0,0.001,-0.005,0,0.001,0.004,0.001,0.004,-0.006,0.001,-0.006,0.005,0.001,0.003,0.008,-0.005,,
763,0.005,0,0.003,-0.001,0.005,-0.005,0,-0.006,-0.005,-0.005,-0.007,-0.002,0.002,-0.01,0.005,-0.006,0.001,0,-0.002,-0.001,-0.001,,
764,-0.003,-0.006,-0.001,-0.003,-0.007,-0.003,-0.009,-0.005,-0.005,-0.007,-0.012,0.002,-0.006,0.004,-0.006,0.004,0,-0.002,-0.005,-0.007,-0.002,,
765,0.002,0.002,0,0.002,0.001,-0.008,-0.004,-0.005,-0.01,-0.005,-0.016,-0.002,0.001,-0.009,0.004,-0.001,-0.005,0.005,-0.011,-0.011,0.003,,
766,0.001,0,0,-0.002,-0.005,-0.004,-0.014,-0.008,-0.007,-0.007,-0.015,-0.001,-0.005,0.001,-0.01,0.006,0.001,0,-0.008,-0.007,-0.004,,
767,-0.001,-0.003,-0.008,-0.004,-0.015,-0.011,-0.005,-0.01,-0.004,-0.01,-0.008,-0.007,-0.007,0.004,0.006,-0.005,0.006,-0.006,0.002,0.003,0.001,,
768,0.002,0.001,-0.006,0.002,0,-0.002,-0.012,0.003,-0.011,-0.006,-0.013,-0.008,0.006,-0.002,-0.01,0.015,-0.014,0.005,-0.007,-0.016,0.005,,
769,-0.003,-0.006,-0.001,-0.008,-0.01,-0.007,-0.011,-0.006,-0.01,-0.011,-0.014,0.002,-0.009,0.003,-0.004,0.005,-0.004,-0.001,-0.003,-0.008,0,,
770,-0.005,-0.006,-0.007,-0.001,-0.007,-0.008,-0.009,-0.014,-0.013,-0.017,-0.019,-0.002,0,-0.001,-0.001,-0.005,0.001,-0.004,-0.002,-0.006,-0.006,,
771,-0.003,0.002,0.005,-0.001,-0.006,-0.007,-0.007,-0.005,-0.008,-0.005,-0.004,0.008,-0.011,-0.001,0,0.002,-0.003,0.003,0.001,0.002,0.001,,
772,0.004,-0.004,0.003,-0.007,-0.004,-0.011,-0.007,0,-0.008,-0.01,-0.001,-0.001,-0.007,-0.007,0.004,0.007,-0.008,-0.002,0.009,-0.001,0.011,,
773,-0.001,0.001,0.004,-0.005,-0.005,-0.005,-0.007,-0.004,-0.008,-0.005,-0.006,0.005,-0.009,0,-0.002,0.003,-0.004,0.003,-0.001,-0.001,0.001,,
774,-0.006,-0.006,0.001,-0.005,-0.007,-0.008,-0.014,-0.007,-0.009,-0.004,-0.01,0.007,-0.008,-0.001,-0.006,0.007,-0.002,0.005,-0.006,-0.003,0.001,,
775,-0.005,0.006,-0.004,-0.003,-0.006,-0.004,-0.007,-0.009,-0.01,-0.011,-0.006,0.001,-0.002,0.002,-0.003,-0.002,-0.001,-0.001,0.005,0.002,-0.005,,
776,-0.003,-0.003,-0.011,-0.009,-0.009,-0.011,-0.015,-0.01,-0.014,-0.012,-0.024,-0.008,0.002,-0.002,-0.004,0.005,-0.004,0.002,-0.012,-0.014,0.001,,
777,-0.005,-0.017,-0.01,-0.01,-0.01,-0.011,-0.016,-0.019,-0.014,-0.024,-0.017,-0.005,0,-0.001,-0.005,-0.003,0.005,-0.01,0.007,0.002,-0.008,,
778,-0.01,0,0.009,-0.006,-0.004,-0.004,-0.009,-0.003,-0.005,-0.007,-0.011,0.019,-0.013,0,-0.005,0.006,-0.002,-0.002,-0.004,-0.007,0.001,,
779,0.002,-0.009,-0.002,-0.007,-0.005,-0.007,-0.012,-0.011,-0.01,-0.012,-0.016,-0.004,-0.003,-0.002,-0.005,0.001,0.001,-0.002,-0.004,-0.006,-0.003,,
780,-0.006,-0.005,-0.017,-0.004,-0.012,-0.009,-0.005,-0.013,-0.012,-0.014,-0.018,-0.011,0.005,0.003,0.004,-0.008,0.001,-0.002,-0.004,-0.005,-0.004,,
781,0,0.005,-0.001,-0.004,0.002,-0.001,-0.001,-0.005,-0.014,-0.002,-0.019,-0.001,0.003,-0.003,0,-0.004,-0.009,0.012,-0.017,-0.014,-0.004,,
782,-0.008,-0.008,-0.005,0,-0.011,0.001,-0.009,-0.007,-0.003,-0.014,-0.015,0.003,-0.006,0.012,-0.01,0.002,0.004,-0.011,-0.001,-0.008,-0.008,,
783,-0.002,-0.004,0.003,-0.003,-0.011,-0.004,0.002,-0.006,-0.008,-0.017,-0.009,0.005,-0.014,0.007,0.006,-0.008,-0.002,-0.009,0.008,-0.003,-0.002,,
784,-0.002,-0.001,-0.014,-0.01,-0.011,-0.015,-0.011,-0.017,-0.017,-0.014,-0.022,-0.012,0.003,-0.004,0.004,-0.006,0,0.003,-0.008,-0.005,-0.002,,
785,0.001,0.006,0.003,-0.007,-0.003,-0.005,0,-0.001,0.001,-0.006,-0.004,0.002,-0.006,-0.002,0.005,-0.001,0.002,-0.007,0.002,-0.003,0.004,,
786,-0.001,0.002,0.001,-0.007,-0.012,-0.012,-0.008,-0.013,-0.014,-0.014,-0.014,0.002,-0.013,0,0.004,-0.005,-0.001,0,0,-0.001,-0.001,,
787,0.008,0.008,0.007,0.009,0.005,-0.004,0.006,0,0,0.001,-0.003,-0.001,-0.002,-0.009,0.01,-0.006,0,0.001,-0.004,-0.003,0.004,,
788,-0.001,-0.002,-0.01,0.005,0,-0.003,-0.006,-0.011,-0.014,-0.009,-0.009,-0.009,0.01,-0.003,-0.003,-0.005,-0.003,0.005,0,0.002,-0.008,,
789,-0.001,-0.003,-0.001,0.001,-0.002,-0.009,0.002,-0.014,-0.006,-0.007,-0.004,0,-0.001,-0.007,0.011,-0.016,0.008,-0.001,0.003,0.01,-0.005,,
790,0.004,-0.001,-0.004,0.007,-0.007,-0.001,-0.002,-0.004,-0.008,-0.001,-0.007,-0.008,-0.003,0.006,-0.001,-0.002,-0.004,0.007,-0.006,-0.004,-0.002,,
791,-0.008,-0.005,-0.013,-0.01,-0.011,-0.013,-0.015,-0.007,-0.012,-0.02,-0.018,-0.005,0.002,-0.002,-0.002,0.008,-0.005,-0.008,0.002,-0.011,0.005,,
792,-0.005,-0.002,-0.016,0.001,-0.008,-0.008,-0.017,-0.016,-0.012,-0.012,-0.023,-0.011,0.008,0,-0.009,0.001,0.004,0,-0.011,-0.006,-0.008,,
793,0.004,-0.005,0.008,0.005,0.002,0.002,-0.003,-0.006,-0.006,-0.002,-0.01,0.004,-0.006,0,-0.005,-0.003,0,0.004,-0.008,-0.005,-0.008,,
794,-0.002,-0.007,-0.002,0,-0.003,-0.009,-0.006,-0.013,-0.011,-0.014,-0.005,0,-0.001,-0.006,0.003,-0.007,0.002,-0.003,0.009,0.008,-0.004,,
795,-0.001,-0.002,-0.001,0,-0.006,-0.004,-0.004,-0.017,-0.011,-0.011,-0.015,0,-0.005,0.002,0,-0.013,0.006,0,-0.004,0.002,-0.013,,
796,0,-0.012,0.001,-0.004,-0.012,-0.007,-0.015,-0.011,-0.01,-0.014,-0.013,0.001,-0.013,0.005,-0.008,0.004,0.001,-0.004,0.001,-0.002,-0.004,,
797,0.007,-0.002,-0.003,-0.002,-0.007,-0.006,-0.011,-0.006,-0.01,-0.01,-0.006,-0.01,-0.004,0.001,-0.005,0.005,-0.004,0,0.004,0,-0.001,,
798,-0.006,-0.009,-0.011,-0.005,-0.012,-0.004,-0.015,-0.022,-0.005,-0.012,-0.014,-0.005,-0.001,0.008,-0.011,-0.007,0.017,-0.007,-0.002,0.007,-0.018,,
799,-0.014,-0.014,-0.01,-0.018,-0.003,-0.01,-0.021,-0.02,-0.005,-0.018,-0.021,0.004,0.007,-0.007,-0.011,0.001,0.015,-0.013,-0.003,-0.001,-0.01,,
800,-0.007,-0.008,-0.009,-0.015,-0.017,-0.011,-0.01,-0.013,-0.027,-0.017,-0.018,-0.002,-0.008,0.006,0.001,-0.003,-0.014,0.01,-0.001,-0.005,-0.001,,
